alpha,mu,x_thresh,sigma_thresh,beta,mean_tau,sigma_tau,birth_noise
1.0,0.25,1000.0,10.0,0.8677906753338734,1.5116306816312501,0.807289246669376,10.041211810404738
1.0,0.25,1000.0,50.0,0.6867138297572641,1.5190493473879914,1.2112316958577858,12.520189422951711
1.0,0.5,10.0,1.0,0.5898373536769407,0.6956867805967147,0.31572188317948086,2.515414101324279
1.0,0.5,10.0,5.0,0.6014281463714207,0.695720515840046,0.7623139178094164,1.2629080571391564
1.0,0.5,10.0,10.0,0.5502858528955346,0.6957356807358752,0.6259654155188387,88.49858492781287
1.0,0.5,10.0,50.0,0.5429034432015829,0.6956832869456196,0.7778207620618939,101.98417215534074
1.0,0.5,50.0,1.0,0.8504177446774543,0.7130715880979909,0.19567295323932235,0.38113929660817236
1.0,0.5,50.0,5.0,0.8933106981973674,0.7129874271082157,0.26962781216781095,0.3596212033156528
1.0,0.5,50.0,10.0,0.8200090199526126,0.7131742426672751,0.6309424795653142,1.8287560359628503
1.0,0.5,50.0,50.0,0.6583307008384093,0.7130631638813978,,24.272388195752505
1.0,0.5,100.0,1.0,0.8717848114652579,0.7395739929831348,0.20136159334585477,0.9398990940728299
1.0,0.5,100.0,5.0,0.8993784309164048,0.7396342900087814,0.26935796784752164,0.4418161861756973
1.0,0.5,100.0,10.0,0.8824257090307516,0.7395539882230442,0.30656954699915,0.1892772869549752
1.0,0.5,100.0,50.0,0.781884772632485,0.7394602705231924,,0.2242786091429786
1.0,0.5,500.0,1.0,0.9181425029283916,1.0156667614714328,0.3282015381914467,0.3017128556102706
1.0,0.5,500.0,5.0,0.9077140615114326,1.014213156921542,0.4596015339372528,0.28564383678502075
1.0,0.5,500.0,10.0,0.9034665926441828,1.0107684501866754,0.44099403947584953,0.289232101530962
1.0,0.5,500.0,50.0,0.9019000734926772,1.0106139218189858,1.070460011036026,0.2873719293202802
1.0,0.5,1000.0,1.0,0.9209896512901926,1.4091418263614905,0.4723728510444988,0.4162735898338544
1.0,0.5,1000.0,5.0,0.9164702768937786,1.4117974263848305,0.4616071825622367,1.053746507666254
1.0,0.5,1000.0,10.0,0.9213097245749626,1.4149684849992614,0.6171068190280923,0.47808067968589474
1.0,0.5,1000.0,50.0,0.9135569528921035,1.423140654019609,0.9298709809686064,0.40631395884686916
1.0,0.75,10.0,1.0,0.6093626640781927,0.6953038657525729,0.30311825782063495,0.31527808458492707
1.0,0.75,10.0,5.0,0.6040724532192554,0.6952716721513794,,0.3039543532113539
1.0,0.75,10.0,10.0,0.6042695719685165,0.6953277528704732,,0.3075224536740067
1.0,0.75,10.0,50.0,0.6101793470569532,0.695280934470741,0.44606486170385906,0.5596499051140035
1.0,0.75,50.0,1.0,0.8204029858284143,0.7110709577912828,0.18937834995037686,0.17286236081880194
1.0,0.75,50.0,5.0,0.8263883563353247,0.7110214036344931,0.2263012465487725,0.1725306095645785
1.0,0.75,50.0,10.0,0.7537928241057034,0.7109844071879469,,4.7835339744848415
1.0,0.75,50.0,50.0,0.7639399275296365,0.7108921373167152,0.36088649659373534,0.3488225139889957
1.0,0.75,100.0,1.0,0.868088307808746,0.7353773751702596,,0.17175272946081171
1.0,0.75,100.0,5.0,0.8074333734575309,0.7354008544957935,0.2242536297755369,8.898763228203109
1.0,0.75,100.0,10.0,0.8540506088826927,0.7352834276094518,0.28217001277596204,0.18216920352213203
1.0,0.75,100.0,50.0,0.8002522102935129,0.7356351533392764,,0.2094557707646518
1.0,0.75,500.0,1.0,0.8958148402062217,0.9891298939546587,0.340731979567457,0.286067414340716
1.0,0.75,500.0,5.0,0.8960835893471374,0.990165435473239,,0.28455405269603756
1.0,0.75,500.0,10.0,0.8902575918332186,0.9920297925480144,,0.28503251187308093
1.0,0.75,500.0,50.0,0.8805036350047956,0.9934620658947148,0.7839913330745311,0.2911973303858797
1.0,0.75,1000.0,1.0,0.907300377634694,1.363613794358821,0.4167709006787352,0.40016254263112355
1.0,0.75,1000.0,5.0,0.9042611958642103,1.3773036647477648,0.4032039119875565,0.4067805719824688
1.0,0.75,1000.0,10.0,0.9030968413695383,1.377602635898408,0.47683182944544217,0.40466216258745324
1.0,0.75,1000.0,50.0,0.9051289484993807,1.3731982386354067,0.7940876573266471,0.40588405227870994
1.0,1.0,10.0,1.0,0.6085214135276354,0.695033400742147,0.3008601235186849,0.31461818645678646
1.0,1.0,10.0,5.0,0.5911369907211003,0.6949943290697341,0.5990914293771366,1.4328611665843327
1.0,1.0,10.0,10.0,0.5968212706345412,0.6950028204944632,,0.30815541967823074
1.0,1.0,10.0,50.0,0.6151595965603986,0.6949520723049939,,0.31690154235310447
1.0,1.0,50.0,1.0,0.8102915003108777,0.7095999429560658,0.18487419880226164,0.17056553836475752
1.0,1.0,50.0,5.0,0.8060875784222616,0.7096139771578859,0.22335936790542169,0.1708821510185494
1.0,1.0,50.0,10.0,0.7824121710611123,0.7097214243132458,,0.174489392222881
1.0,1.0,50.0,50.0,0.7618376986985516,0.7096273707350632,0.27527373527503823,0.17628997516973863
1.0,1.0,100.0,1.0,0.8626562574827279,0.7324276286380353,0.18271263344475056,0.17792227151796763
1.0,1.0,100.0,5.0,0.8539614926847879,0.7329294740170261,0.21964275743313544,0.25567484907466137
1.0,1.0,100.0,10.0,0.854086619285167,0.732661683823296,0.36304668145940705,0.17002477580320033
1.0,1.0,100.0,50.0,0.7607979809731121,0.732577863247789,0.692205833988059,0.17794694492194005
1.0,1.0,500.0,1.0,0.8818702357709378,0.9750488879756174,,0.28594244737746094
1.0,1.0,500.0,5.0,0.8822785551460305,0.9775748034239093,0.38526042038946823,0.28754058732785553
1.0,1.0,500.0,10.0,0.8827886603818784,0.977534466689966,0.42584024058153597,0.28747141040646795
1.0,1.0,500.0,50.0,0.8851913345630552,0.9760937238268582,0.9564802672902045,0.2856465829595029
1.0,1.0,1000.0,1.0,0.8982457605238103,1.344840666687241,0.44763052535815934,0.4072269428281397
1.0,1.0,1000.0,5.0,0.8975720895518818,1.3465625006812822,0.41494348069747233,0.4057226468470504
1.0,1.0,1000.0,10.0,0.8974950086442122,1.352181124099028,0.6104509909515126,0.40462083077788075
1.0,1.0,1000.0,50.0,0.8998277915415556,1.3474649474003322,0.9420778924480477,0.4049527552468923
1.0,2.5,10.0,1.0,0.5909873658525276,0.6940665037742294,0.286621917995667,0.296135516715516
1.0,2.5,10.0,5.0,0.6013146955075975,0.6940689158995667,0.256419269314766,0.2972043200564803
1.0,2.5,10.0,10.0,0.5965234286596118,0.6939495490705555,0.17760269101820642,0.29634022000805926
1.0,2.5,10.0,50.0,0.5966127366082774,0.6940203200051029,,0.31757407802460863
1.0,2.5,50.0,1.0,0.741297159130929,0.7051373999125764,0.15944945040076916,0.16849151772747534
1.0,2.5,50.0,5.0,0.7401911577385155,0.7049082848126107,0.16022688938540378,0.17050219972907338
1.0,2.5,50.0,10.0,0.7291752879032125,0.7048372716362509,,0.1726250545031735
1.0,2.5,50.0,50.0,0.6836571003282412,0.7050497548088921,,0.17890574503299167
1.0,2.5,100.0,1.0,0.8048977502333606,0.7230300473625603,0.16612054821856212,0.16943787441512798
1.0,2.5,100.0,5.0,0.7960950284406569,0.7230467814203683,0.18828191873836206,0.1681049598482455
1.0,2.5,100.0,10.0,0.7833876656670813,0.7232797217432776,0.25478860676087955,0.17184216549980275
1.0,2.5,100.0,50.0,0.8028856933211509,0.7232218237300069,0.19775289908235483,0.17236275642206278
1.0,2.5,500.0,1.0,0.8539068278073044,0.929573574580761,,0.2870610813745343
1.0,2.5,500.0,5.0,0.8529438848573582,0.9297046213870784,0.31196882780877866,0.2871561312543288
1.0,2.5,500.0,10.0,0.8590486493293036,0.9282960592280565,0.31338118759129446,0.28562260603073536
1.0,2.5,500.0,50.0,0.844005797673366,0.9274399949722535,0.7915211287595344,0.28914596225078465
1.0,2.5,1000.0,1.0,0.8771582861628132,1.2462830852572844,0.3412256690103778,0.4073970267872357
1.0,2.5,1000.0,5.0,0.8773960039734799,1.2453266573081125,,0.4066841009609849
1.0,2.5,1000.0,10.0,0.8795139950732604,1.2491809300911316,0.37296993116214355,0.40443056901566105
1.0,2.5,1000.0,50.0,0.8744821074402922,1.2525363867731887,0.7979435013017957,0.4058076730226993
1.0,5.0,10.0,1.0,0.5941734334763151,0.693264647902425,0.31185842864978586,0.29562987242546257
1.0,5.0,10.0,5.0,0.5969598639009366,0.6932523969758954,,0.29950078954453496
1.0,5.0,10.0,10.0,0.5901109420322651,0.6933653499218434,0.17561408704541784,0.2973320825847655
1.0,5.0,10.0,50.0,0.592141365090388,0.693297728439681,0.12539947104745816,0.30922422177487063
1.0,5.0,50.0,1.0,0.7092239315351404,0.7012478262184813,0.15904189099264257,0.16790647492128227
1.0,5.0,50.0,5.0,0.7125118900207251,0.7011530148712684,0.16869939231314,0.16738393057838713
1.0,5.0,50.0,10.0,0.7008722328365375,0.7013190733467519,0.2385837013809938,0.16787053668902072
1.0,5.0,50.0,50.0,0.7175971330741863,0.7012128418455791,,0.17568592671493136
1.0,5.0,100.0,1.0,0.7483503979417274,0.7164435941375781,0.14691230906341038,0.16637186932447526
1.0,5.0,100.0,5.0,0.7837091749057934,0.7161210462573089,0.1668293683163821,0.16460700161904088
1.0,5.0,100.0,10.0,0.7538954584180537,0.7163368019378272,0.2246273293264492,0.16785563855350782
1.0,5.0,100.0,50.0,0.7093301910639976,0.7163936427955073,0.18700856676090036,0.17196332794570468
1.0,5.0,500.0,1.0,0.8233478675806177,0.8926836239325731,0.257750818991332,0.28736539021456786
1.0,5.0,500.0,5.0,0.8361358690128955,0.893360631878524,0.2518416345497244,0.2815677217509433
1.0,5.0,500.0,10.0,0.8282867404438095,0.8947052118951021,0.3091788749720224,0.2862723829777264
1.0,5.0,500.0,50.0,0.8116145529218344,0.893380202016484,,0.28948203721016036
1.0,5.0,1000.0,1.0,0.8623258612959052,1.1656906829975062,0.32325102201078526,0.39964447402268194
1.0,5.0,1000.0,5.0,0.860759828392761,1.1753050863373486,0.33631767400035084,0.40097659597964413
1.0,5.0,1000.0,10.0,0.8621024004093557,1.1710345343931925,0.4342696220426694,0.40091706009788575
1.0,5.0,1000.0,50.0,0.861701081104114,1.1801039453912918,0.6286882086298027,0.40115103548589487
1.0,7.5,10.0,1.0,0.5952686394256963,0.6928431261017745,0.2613604942171776,0.2959651465016098
1.0,7.5,10.0,5.0,0.5834926149993778,0.6928282321347549,0.18665447295173096,0.2983298753759677
1.0,7.5,10.0,10.0,0.5961602778713843,0.6928740753090228,,0.29529630673599466
1.0,7.5,10.0,50.0,0.5858992263719693,0.6928963301520383,,0.3211820354795846
1.0,7.5,50.0,1.0,0.7084758459365287,0.6993362976864923,0.14476957304883203,0.16374735879934288
1.0,7.5,50.0,5.0,0.7206893912879389,0.699333316132709,0.16776576867308773,0.1628456547224194
1.0,7.5,50.0,10.0,0.683171192565631,0.6992608086529098,0.19600553182763808,0.16271679037351527
1.0,7.5,50.0,50.0,0.6995832402254278,0.6992531268340125,,0.16965504618509075
1.0,7.5,100.0,1.0,0.7408362835365729,0.7124239556694061,0.1513967766113856,0.1631407049426596
1.0,7.5,100.0,5.0,0.7519057394686112,0.7120831863041918,0.15454444856591712,0.1619038924561828
1.0,7.5,100.0,10.0,0.7314790346940814,0.7120307892368838,0.1971288195346529,0.16332813464266313
1.0,7.5,100.0,50.0,0.664389159670769,0.712302824253115,0.20799993289623842,0.16925156054639737
1.0,7.5,500.0,1.0,0.8168693084076146,0.8736370846373496,,0.28028244802678465
1.0,7.5,500.0,5.0,0.8137125487918893,0.8715604038868761,0.2463695475296821,0.2830515039478641
1.0,7.5,500.0,10.0,0.8105675857363336,0.8742782789145496,0.2534521301690176,0.2803735472471697
1.0,7.5,500.0,50.0,0.8198158442453616,0.872251918711593,0.5049120533321814,0.2827149394573098
1.0,7.5,1000.0,1.0,0.8478495537688432,1.1349101253527836,0.2844796345691043,0.3990149931164254
1.0,7.5,1000.0,5.0,0.8451867577081636,1.1381547655015416,0.31837063569425594,0.40161218907956564
1.0,7.5,1000.0,10.0,0.8480480784745973,1.132389267419307,0.3573922527999263,0.4005663543908391
1.0,7.5,1000.0,50.0,0.8468474868356993,1.1283179356301278,0.5859411005224372,0.3992236909220846
1.0,10.0,10.0,1.0,0.5938574730916072,0.6925468497407765,0.28996446088589223,0.29699427490442143
1.0,10.0,10.0,5.0,0.5900744718018568,0.6925422064456501,,0.2977010478354003
1.0,10.0,10.0,10.0,0.5915085917068988,0.6926286975253871,0.13250345766334257,0.2994583833099619
1.0,10.0,10.0,50.0,0.5881281512184618,0.6925645196060891,0.14107804377994962,0.32248407381409516
1.0,10.0,50.0,1.0,0.6996473630419329,0.6976424633354161,0.15736562247588368,0.16118630863593963
1.0,10.0,50.0,5.0,0.7005410154357542,0.6978623255543148,0.14755826776391678,0.16175408739213992
1.0,10.0,50.0,10.0,0.6996655442649763,0.6979518972035691,0.19560803521138087,0.1625947128785202
1.0,10.0,50.0,50.0,0.7277237263923494,0.6977585416042178,0.10331960472619545,0.16897113180606996
1.0,10.0,100.0,1.0,0.7353652751164124,0.7094117169124894,0.1291749908177201,0.16074719250273903
1.0,10.0,100.0,5.0,0.72949871993427,0.7097605759709196,0.14185734155641794,0.1589339363520425
1.0,10.0,100.0,10.0,0.7272268877668485,0.7094901247095939,0.16254575287467757,0.15919676649880687
1.0,10.0,100.0,50.0,0.7353285366077562,0.7095189837433477,0.17312939907895059,0.16493329193553413
1.0,10.0,500.0,1.0,0.7981713936822384,0.8583149545638749,0.22281412709458515,0.28129732159826126
1.0,10.0,500.0,5.0,0.7939056890303502,0.8586502304902325,0.2234705253563736,0.27918086618921695
1.0,10.0,500.0,10.0,0.8013642487902981,0.8582596343545448,0.2518100455269888,0.2770570057628017
1.0,10.0,500.0,50.0,0.7987985738417366,0.8575969351431914,0.4600269572469446,0.27658697982492547
1.0,10.0,1000.0,1.0,0.8384178767643059,1.100271866551167,0.3029291355935896,0.39852436581692097
1.0,10.0,1000.0,5.0,0.8336157516955082,1.107673640640357,0.2801052020631604,0.4014455283242258
1.0,10.0,1000.0,10.0,0.8378605542459642,1.1020838757789837,0.2997315852254257,0.39752662247479753
1.0,10.0,1000.0,50.0,0.8300257371720712,1.1076121596757895,0.4911267222878831,0.3998801448675999
